열1,열2,열3,열4,열5,열6,열7
466,TestControllerAgent_MissReward(Clone),0,2,12,4,1
466,TestTotalAgent_MissReward(Clone),1,4,11,2,0
467,TestControllerAgent_MissReward(Clone),1,4,7,0,0
467,TestTotalAgent_MissReward(Clone),0,0,9,4,1
468,TestControllerAgent_MissReward(Clone),1,4,9,2,0
468,TestTotalAgent_MissReward(Clone),0,2,11,4,1
469,TestControllerAgent_MissReward(Clone),1,4,7,1,0
469,TestTotalAgent_MissReward(Clone),0,1,10,4,1
470,TestControllerAgent_MissReward(Clone),0,2,10,4,1
470,TestTotalAgent_MissReward(Clone),1,4,9,2,0
471,TestControllerAgent_MissReward(Clone),1,4,11,0,0
471,TestTotalAgent_MissReward(Clone),0,0,22,4,1
472,TestControllerAgent_MissReward(Clone),0,1,10,4,1
472,TestTotalAgent_MissReward(Clone),1,4,8,1,0
473,TestControllerAgent_MissReward(Clone),1,4,11,2,0
473,TestTotalAgent_MissReward(Clone),0,2,11,4,1
474,TestControllerAgent_MissReward(Clone),1,4,6,1,0
474,TestTotalAgent_MissReward(Clone),0,1,9,4,1
475,TestControllerAgent_MissReward(Clone),1,4,65,2,0
475,TestTotalAgent_MissReward(Clone),0,2,82,4,1
476,TestControllerAgent_MissReward(Clone),0,0,5,4,1
476,TestTotalAgent_MissReward(Clone),1,4,41,0,0
477,TestControllerAgent_MissReward(Clone),1,4,10,0,0
477,TestTotalAgent_MissReward(Clone),0,0,12,4,1
478,TestControllerAgent_MissReward(Clone),1,4,5,1,0
478,TestTotalAgent_MissReward(Clone),0,1,8,4,1
479,TestControllerAgent_MissReward(Clone),0,1,11,4,1
479,TestTotalAgent_MissReward(Clone),1,4,9,1,0
480,TestControllerAgent_MissReward(Clone),1,4,15,0,0
480,TestTotalAgent_MissReward(Clone),0,0,18,4,1
481,TestControllerAgent_MissReward(Clone),1,4,21,2,0
481,TestTotalAgent_MissReward(Clone),0,2,22,4,1
482,TestControllerAgent_MissReward(Clone),1,4,2,1,0
482,TestTotalAgent_MissReward(Clone),0,1,5,4,1
483,TestControllerAgent_MissReward(Clone),1,4,25,0,0
483,TestTotalAgent_MissReward(Clone),0,0,29,4,1
484,TestControllerAgent_MissReward(Clone),1,4,8,1,0
484,TestTotalAgent_MissReward(Clone),0,1,11,4,1
485,TestControllerAgent_MissReward(Clone),1,4,10,1,0
485,TestTotalAgent_MissReward(Clone),0,1,13,4,1
486,TestControllerAgent_MissReward(Clone),1,4,8,2,0
486,TestTotalAgent_MissReward(Clone),0,2,9,4,1
487,TestControllerAgent_MissReward(Clone),1,4,3,1,0
487,TestTotalAgent_MissReward(Clone),0,1,6,4,1
488,TestControllerAgent_MissReward(Clone),0,3,8,4,1
488,TestTotalAgent_MissReward(Clone),1,4,7,3,0
489,TestControllerAgent_MissReward(Clone),1,4,13,1,0
489,TestTotalAgent_MissReward(Clone),0,1,15,4,1
490,TestControllerAgent_MissReward(Clone),1,4,10,2,0
490,TestTotalAgent_MissReward(Clone),0,2,12,4,1
491,TestControllerAgent_MissReward(Clone),0,2,9,4,1
491,TestTotalAgent_MissReward(Clone),1,4,8,2,0
492,TestControllerAgent_MissReward(Clone),1,4,12,0,0
492,TestTotalAgent_MissReward(Clone),0,0,15,4,1
493,TestControllerAgent_MissReward(Clone),1,4,6,1,0
493,TestTotalAgent_MissReward(Clone),0,1,15,4,1
494,TestControllerAgent_MissReward(Clone),1,4,4,3,0
494,TestTotalAgent_MissReward(Clone),0,3,20,4,1
495,TestControllerAgent_MissReward(Clone),1,4,20,0,0
495,TestTotalAgent_MissReward(Clone),0,0,25,4,1
496,TestControllerAgent_MissReward(Clone),0,3,9,4,1
496,TestTotalAgent_MissReward(Clone),1,4,8,3,0
497,TestControllerAgent_MissReward(Clone),1,4,18,2,0
497,TestTotalAgent_MissReward(Clone),0,2,19,4,1
498,TestControllerAgent_MissReward(Clone),1,4,7,3,0
498,TestTotalAgent_MissReward(Clone),0,3,12,4,1
499,TestControllerAgent_MissReward(Clone),1,4,6,0,0
499,TestTotalAgent_MissReward(Clone),0,0,10,4,1
500,TestControllerAgent_MissReward(Clone),1,4,13,3,0
500,TestTotalAgent_MissReward(Clone),0,3,14,4,1
501,TestControllerAgent_MissReward(Clone),1,4,3,2,0
501,TestTotalAgent_MissReward(Clone),0,2,4,4,1
502,TestControllerAgent_MissReward(Clone),1,4,25,0,0
502,TestTotalAgent_MissReward(Clone),0,0,48,4,1
503,TestControllerAgent_MissReward(Clone),1,4,9,0,0
503,TestTotalAgent_MissReward(Clone),0,0,12,4,1
504,TestControllerAgent_MissReward(Clone),0,1,5,4,1
504,TestTotalAgent_MissReward(Clone),1,4,8,1,0
505,TestControllerAgent_MissReward(Clone),1,4,2,0,0
505,TestTotalAgent_MissReward(Clone),0,0,6,4,1
506,TestControllerAgent_MissReward(Clone),1,4,5,0,0
506,TestTotalAgent_MissReward(Clone),0,0,9,4,1
507,TestControllerAgent_MissReward(Clone),1,4,51,2,0
507,TestTotalAgent_MissReward(Clone),0,2,70,4,1
508,TestControllerAgent_MissReward(Clone),1,4,17,3,0
508,TestTotalAgent_MissReward(Clone),0,3,31,4,1
509,TestControllerAgent_MissReward(Clone),1,4,15,1,0
509,TestTotalAgent_MissReward(Clone),0,1,17,4,1
510,TestControllerAgent_MissReward(Clone),1,4,2,1,0
510,TestTotalAgent_MissReward(Clone),0,1,6,4,1
511,TestControllerAgent_MissReward(Clone),1,4,8,2,0
511,TestTotalAgent_MissReward(Clone),0,2,52,4,1
512,TestControllerAgent_MissReward(Clone),1,4,14,3,0
512,TestTotalAgent_MissReward(Clone),0,3,34,4,1
513,TestControllerAgent_MissReward(Clone),0,3,55,4,1
513,TestTotalAgent_MissReward(Clone),1,4,61,3,0
514,TestControllerAgent_MissReward(Clone),1,4,7,2,0
514,TestTotalAgent_MissReward(Clone),0,2,8,4,1
515,TestControllerAgent_MissReward(Clone),1,4,14,1,0
515,TestTotalAgent_MissReward(Clone),0,1,16,4,1
516,TestControllerAgent_MissReward(Clone),0,0,8,4,1
516,TestTotalAgent_MissReward(Clone),1,4,5,0,0
517,TestControllerAgent_MissReward(Clone),0,0,12,4,1
517,TestTotalAgent_MissReward(Clone),1,4,11,0,0
518,TestControllerAgent_MissReward(Clone),1,4,18,1,0
518,TestTotalAgent_MissReward(Clone),0,1,19,4,1
519,TestControllerAgent_MissReward(Clone),0,1,8,4,1
519,TestTotalAgent_MissReward(Clone),1,4,5,1,0
520,TestControllerAgent_MissReward(Clone),0,2,13,4,1
520,TestTotalAgent_MissReward(Clone),1,4,11,2,0
521,TestControllerAgent_MissReward(Clone),1,4,5,1,0
521,TestTotalAgent_MissReward(Clone),0,1,7,4,1
522,TestControllerAgent_MissReward(Clone),0,3,9,4,1
522,TestTotalAgent_MissReward(Clone),1,4,9,3,0
523,TestControllerAgent_MissReward(Clone),1,4,11,0,0
523,TestTotalAgent_MissReward(Clone),0,0,14,4,1
524,TestControllerAgent_MissReward(Clone),0,2,5,4,1
524,TestTotalAgent_MissReward(Clone),1,4,3,2,0
525,TestControllerAgent_MissReward(Clone),0,1,18,4,1
525,TestTotalAgent_MissReward(Clone),1,4,15,1,0
526,TestControllerAgent_MissReward(Clone),1,4,10,2,0
526,TestTotalAgent_MissReward(Clone),0,2,11,4,1
527,TestControllerAgent_MissReward(Clone),0,3,31,4,1
527,TestTotalAgent_MissReward(Clone),1,4,31,3,0
528,TestControllerAgent_MissReward(Clone),1,4,4,2,0
528,TestTotalAgent_MissReward(Clone),0,2,5,4,1
529,TestControllerAgent_MissReward(Clone),1,4,38,1,0
529,TestTotalAgent_MissReward(Clone),0,1,54,4,1
530,TestControllerAgent_MissReward(Clone),0,2,94,1,0
530,TestTotalAgent_MissReward(Clone),0,1,115,2,0
531,TestControllerAgent_MissReward(Clone),1,4,79,2,0
531,TestTotalAgent_MissReward(Clone),0,2,97,4,1
532,TestControllerAgent_MissReward(Clone),0,3,14,4,1
532,TestTotalAgent_MissReward(Clone),1,4,37,3,0
533,TestControllerAgent_MissReward(Clone),1,4,33,1,0
533,TestTotalAgent_MissReward(Clone),0,1,45,4,1
534,TestControllerAgent_MissReward(Clone),1,4,11,2,0
534,TestTotalAgent_MissReward(Clone),0,2,13,4,1
535,TestControllerAgent_MissReward(Clone),1,4,5,3,0
535,TestTotalAgent_MissReward(Clone),0,3,5,4,1
536,TestControllerAgent_MissReward(Clone),1,4,4,2,0
536,TestTotalAgent_MissReward(Clone),0,2,6,4,1
537,TestControllerAgent_MissReward(Clone),1,4,6,3,0
537,TestTotalAgent_MissReward(Clone),0,3,7,4,1
538,TestControllerAgent_MissReward(Clone),1,4,8,0,0
538,TestTotalAgent_MissReward(Clone),0,0,17,4,1
539,TestControllerAgent_MissReward(Clone),0,1,13,4,1
539,TestTotalAgent_MissReward(Clone),1,4,28,1,0
540,TestControllerAgent_MissReward(Clone),1,4,4,1,0
540,TestTotalAgent_MissReward(Clone),0,1,6,4,1
541,TestControllerAgent_MissReward(Clone),0,1,19,4,1
541,TestTotalAgent_MissReward(Clone),1,4,16,1,0
542,TestControllerAgent_MissReward(Clone),0,2,5,4,1
542,TestTotalAgent_MissReward(Clone),1,4,14,2,0
543,TestControllerAgent_MissReward(Clone),1,4,18,3,0
543,TestTotalAgent_MissReward(Clone),0,3,18,4,1
544,TestControllerAgent_MissReward(Clone),0,2,2,4,1
544,TestTotalAgent_MissReward(Clone),1,4,8,2,0
545,TestControllerAgent_MissReward(Clone),0,1,11,4,1
545,TestTotalAgent_MissReward(Clone),1,4,8,1,0
546,TestControllerAgent_MissReward(Clone),1,4,25,2,0
546,TestTotalAgent_MissReward(Clone),0,2,24,4,1
547,TestControllerAgent_MissReward(Clone),0,0,9,4,1
547,TestTotalAgent_MissReward(Clone),1,4,6,0,0
548,TestControllerAgent_MissReward(Clone),1,4,12,1,0
548,TestTotalAgent_MissReward(Clone),0,1,14,4,1
549,TestControllerAgent_MissReward(Clone),1,4,8,1,0
549,TestTotalAgent_MissReward(Clone),0,1,14,4,1
550,TestControllerAgent_MissReward(Clone),1,4,5,1,0
550,TestTotalAgent_MissReward(Clone),0,1,8,4,1
551,TestControllerAgent_MissReward(Clone),1,4,49,3,0
551,TestTotalAgent_MissReward(Clone),0,3,54,4,1
552,TestControllerAgent_MissReward(Clone),1,4,5,2,0
552,TestTotalAgent_MissReward(Clone),0,2,6,4,1
553,TestControllerAgent_MissReward(Clone),0,0,16,4,1
553,TestTotalAgent_MissReward(Clone),1,4,28,0,0
554,TestControllerAgent_MissReward(Clone),1,4,17,2,0
554,TestTotalAgent_MissReward(Clone),0,2,33,4,1
555,TestControllerAgent_MissReward(Clone),0,3,19,4,1
555,TestTotalAgent_MissReward(Clone),1,4,18,3,0
556,TestControllerAgent_MissReward(Clone),0,0,7,4,1
556,TestTotalAgent_MissReward(Clone),1,4,10,0,0
557,TestControllerAgent_MissReward(Clone),1,4,7,2,0
557,TestTotalAgent_MissReward(Clone),0,2,8,4,1
558,TestControllerAgent_MissReward(Clone),1,4,8,3,0
558,TestTotalAgent_MissReward(Clone),0,3,13,4,1
559,TestControllerAgent_MissReward(Clone),0,3,8,4,1
559,TestTotalAgent_MissReward(Clone),1,4,9,3,0
560,TestControllerAgent_MissReward(Clone),0,3,65,4,1
560,TestTotalAgent_MissReward(Clone),1,4,77,3,0
561,TestControllerAgent_MissReward(Clone),1,4,14,0,0
561,TestTotalAgent_MissReward(Clone),0,0,16,4,1
562,TestControllerAgent_MissReward(Clone),1,4,7,2,0
562,TestTotalAgent_MissReward(Clone),0,2,13,4,1
563,TestControllerAgent_MissReward(Clone),1,4,5,0,0
563,TestTotalAgent_MissReward(Clone),0,0,9,4,1
564,TestControllerAgent_MissReward(Clone),1,4,20,2,0
564,TestTotalAgent_MissReward(Clone),0,2,22,4,1
565,TestControllerAgent_MissReward(Clone),0,2,6,4,1
565,TestTotalAgent_MissReward(Clone),1,4,14,2,0
566,TestControllerAgent_MissReward(Clone),1,4,11,0,0
566,TestTotalAgent_MissReward(Clone),0,0,13,4,1
567,TestControllerAgent_MissReward(Clone),0,3,29,4,1
567,TestTotalAgent_MissReward(Clone),1,4,33,3,0
568,TestControllerAgent_MissReward(Clone),1,4,5,2,0
568,TestTotalAgent_MissReward(Clone),0,2,6,4,1
569,TestControllerAgent_MissReward(Clone),1,4,19,0,0
569,TestTotalAgent_MissReward(Clone),0,0,27,4,1
570,TestControllerAgent_MissReward(Clone),0,3,8,4,1
570,TestTotalAgent_MissReward(Clone),1,4,8,3,0
571,TestControllerAgent_MissReward(Clone),1,4,13,3,0
571,TestTotalAgent_MissReward(Clone),0,3,12,4,1
572,TestControllerAgent_MissReward(Clone),0,2,10,4,1
572,TestTotalAgent_MissReward(Clone),1,4,9,2,0
573,TestControllerAgent_MissReward(Clone),0,1,2,4,1
573,TestTotalAgent_MissReward(Clone),1,4,16,1,0
574,TestControllerAgent_MissReward(Clone),1,4,78,1,0
574,TestTotalAgent_MissReward(Clone),0,1,102,4,1
575,TestControllerAgent_MissReward(Clone),1,4,51,0,0
575,TestTotalAgent_MissReward(Clone),0,0,56,4,1
576,TestControllerAgent_MissReward(Clone),1,4,4,1,0
576,TestTotalAgent_MissReward(Clone),0,1,6,4,1
577,TestControllerAgent_MissReward(Clone),1,4,33,1,0
577,TestTotalAgent_MissReward(Clone),0,1,51,4,1
578,TestControllerAgent_MissReward(Clone),0,3,18,4,1
578,TestTotalAgent_MissReward(Clone),1,4,38,3,0
579,TestControllerAgent_MissReward(Clone),1,4,9,0,0
579,TestTotalAgent_MissReward(Clone),0,0,11,4,1
580,TestControllerAgent_MissReward(Clone),1,4,1,3,0
580,TestTotalAgent_MissReward(Clone),0,3,2,4,1
581,TestControllerAgent_MissReward(Clone),1,4,7,0,0
581,TestTotalAgent_MissReward(Clone),0,0,15,4,1
582,TestControllerAgent_MissReward(Clone),1,4,2,2,0
582,TestTotalAgent_MissReward(Clone),0,2,3,4,1
583,TestControllerAgent_MissReward(Clone),1,4,15,2,0
583,TestTotalAgent_MissReward(Clone),0,2,17,4,1
584,TestControllerAgent_MissReward(Clone),0,1,67,4,1
584,TestTotalAgent_MissReward(Clone),1,4,67,1,0
585,TestControllerAgent_MissReward(Clone),0,1,3,4,1
585,TestTotalAgent_MissReward(Clone),1,4,9,1,0
586,TestControllerAgent_MissReward(Clone),1,4,5,1,0
586,TestTotalAgent_MissReward(Clone),0,1,7,4,1
587,TestControllerAgent_MissReward(Clone),1,4,10,0,0
587,TestTotalAgent_MissReward(Clone),0,0,14,4,1
588,TestControllerAgent_MissReward(Clone),1,4,82,2,0
588,TestTotalAgent_MissReward(Clone),0,2,103,4,1
589,TestControllerAgent_MissReward(Clone),1,4,14,3,0
589,TestTotalAgent_MissReward(Clone),0,3,15,4,1
590,TestControllerAgent_MissReward(Clone),0,2,13,4,1
590,TestTotalAgent_MissReward(Clone),1,4,41,2,0
591,TestControllerAgent_MissReward(Clone),1,4,59,1,0
591,TestTotalAgent_MissReward(Clone),0,1,72,4,1
592,TestControllerAgent_MissReward(Clone),0,1,11,4,1
592,TestTotalAgent_MissReward(Clone),1,4,9,1,0
593,TestControllerAgent_MissReward(Clone),1,4,43,2,0
593,TestTotalAgent_MissReward(Clone),0,2,51,4,1
594,TestControllerAgent_MissReward(Clone),1,4,11,2,0
594,TestTotalAgent_MissReward(Clone),0,2,46,4,1
595,TestControllerAgent_MissReward(Clone),1,4,21,3,0
595,TestTotalAgent_MissReward(Clone),0,3,22,4,1
596,TestControllerAgent_MissReward(Clone),1,4,30,1,0
596,TestTotalAgent_MissReward(Clone),0,1,34,4,1
597,TestControllerAgent_MissReward(Clone),0,0,9,4,1
597,TestTotalAgent_MissReward(Clone),1,4,17,0,0
598,TestControllerAgent_MissReward(Clone),1,4,21,1,0
598,TestTotalAgent_MissReward(Clone),0,1,24,4,1
599,TestControllerAgent_MissReward(Clone),1,4,9,0,0
599,TestTotalAgent_MissReward(Clone),0,0,13,4,1
600,TestControllerAgent_MissReward(Clone),1,4,13,1,0
600,TestTotalAgent_MissReward(Clone),0,1,15,4,1
601,TestControllerAgent_MissReward(Clone),1,4,8,0,0
601,TestTotalAgent_MissReward(Clone),0,0,12,4,1
602,TestControllerAgent_MissReward(Clone),0,2,16,4,1
602,TestTotalAgent_MissReward(Clone),1,4,24,2,0
603,TestControllerAgent_MissReward(Clone),1,4,9,0,0
603,TestTotalAgent_MissReward(Clone),0,0,11,4,1
604,TestControllerAgent_MissReward(Clone),0,2,7,4,1
604,TestTotalAgent_MissReward(Clone),1,4,10,2,0
605,TestControllerAgent_MissReward(Clone),0,1,22,4,1
605,TestTotalAgent_MissReward(Clone),1,4,18,1,0
606,TestControllerAgent_MissReward(Clone),1,4,2,1,0
606,TestTotalAgent_MissReward(Clone),0,1,4,4,1
607,TestControllerAgent_MissReward(Clone),0,2,3,4,1
607,TestTotalAgent_MissReward(Clone),1,4,9,2,0
608,TestControllerAgent_MissReward(Clone),1,4,17,0,0
608,TestTotalAgent_MissReward(Clone),0,0,19,4,1
609,TestControllerAgent_MissReward(Clone),1,4,10,0,0
609,TestTotalAgent_MissReward(Clone),0,0,14,4,1
610,TestControllerAgent_MissReward(Clone),1,4,20,2,0
610,TestTotalAgent_MissReward(Clone),0,2,21,4,1
611,TestControllerAgent_MissReward(Clone),1,4,7,0,0
611,TestTotalAgent_MissReward(Clone),0,0,10,4,1
612,TestControllerAgent_MissReward(Clone),1,4,11,2,0
612,TestTotalAgent_MissReward(Clone),0,2,13,4,1
613,TestControllerAgent_MissReward(Clone),0,0,2,4,1
613,TestTotalAgent_MissReward(Clone),1,4,5,0,0
614,TestControllerAgent_MissReward(Clone),0,2,3,4,1
614,TestTotalAgent_MissReward(Clone),1,4,7,2,0
615,TestControllerAgent_MissReward(Clone),1,4,4,1,0
615,TestTotalAgent_MissReward(Clone),0,1,6,4,1
616,TestControllerAgent_MissReward(Clone),1,4,20,1,0
616,TestTotalAgent_MissReward(Clone),0,1,22,4,1
617,TestControllerAgent_MissReward(Clone),0,3,86,0,0
617,TestTotalAgent_MissReward(Clone),0,0,116,3,0
618,TestControllerAgent_MissReward(Clone),1,4,10,0,0
618,TestTotalAgent_MissReward(Clone),0,0,12,4,1
619,TestControllerAgent_MissReward(Clone),1,4,19,1,0
619,TestTotalAgent_MissReward(Clone),0,1,22,4,1
620,TestControllerAgent_MissReward(Clone),0,3,18,4,1
620,TestTotalAgent_MissReward(Clone),1,4,18,3,0
621,TestControllerAgent_MissReward(Clone),1,4,6,1,0
621,TestTotalAgent_MissReward(Clone),0,1,8,4,1
622,TestControllerAgent_MissReward(Clone),0,1,9,4,1
622,TestTotalAgent_MissReward(Clone),1,4,22,1,0
623,TestControllerAgent_MissReward(Clone),1,4,7,3,0
623,TestTotalAgent_MissReward(Clone),0,3,7,4,1
624,TestControllerAgent_MissReward(Clone),1,4,2,3,0
624,TestTotalAgent_MissReward(Clone),0,3,2,4,1
625,TestControllerAgent_MissReward(Clone),0,2,8,4,1
625,TestTotalAgent_MissReward(Clone),1,4,14,2,0
626,TestControllerAgent_MissReward(Clone),1,4,5,2,0
626,TestTotalAgent_MissReward(Clone),0,2,6,4,1
627,TestControllerAgent_MissReward(Clone),1,4,12,2,0
627,TestTotalAgent_MissReward(Clone),0,2,13,4,1
628,TestControllerAgent_MissReward(Clone),1,4,14,0,0
628,TestTotalAgent_MissReward(Clone),0,0,18,4,1
629,TestControllerAgent_MissReward(Clone),1,4,3,0,0
629,TestTotalAgent_MissReward(Clone),0,0,11,4,1
630,TestControllerAgent_MissReward(Clone),1,4,7,1,0
630,TestTotalAgent_MissReward(Clone),0,1,9,4,1
631,TestControllerAgent_MissReward(Clone),1,4,6,1,0
631,TestTotalAgent_MissReward(Clone),0,1,9,4,1
632,TestControllerAgent_MissReward(Clone),1,4,28,0,0
632,TestTotalAgent_MissReward(Clone),0,0,47,4,1
633,TestControllerAgent_MissReward(Clone),1,4,7,2,0
633,TestTotalAgent_MissReward(Clone),0,2,9,4,1
634,TestControllerAgent_MissReward(Clone),1,4,9,2,0
634,TestTotalAgent_MissReward(Clone),0,2,30,4,1
635,TestControllerAgent_MissReward(Clone),0,1,12,4,1
635,TestTotalAgent_MissReward(Clone),1,4,9,1,0
636,TestControllerAgent_MissReward(Clone),0,0,3,4,1
636,TestTotalAgent_MissReward(Clone),1,4,6,0,0
637,TestControllerAgent_MissReward(Clone),1,4,5,1,0
637,TestTotalAgent_MissReward(Clone),0,1,7,4,1
638,TestControllerAgent_MissReward(Clone),0,2,12,4,1
638,TestTotalAgent_MissReward(Clone),1,4,10,2,0
639,TestControllerAgent_MissReward(Clone),1,4,3,0,0
639,TestTotalAgent_MissReward(Clone),0,0,6,4,1
640,TestControllerAgent_MissReward(Clone),0,0,1,4,1
640,TestTotalAgent_MissReward(Clone),1,4,8,0,0
641,TestControllerAgent_MissReward(Clone),1,4,5,3,0
641,TestTotalAgent_MissReward(Clone),0,3,4,4,1
642,TestControllerAgent_MissReward(Clone),0,1,56,4,1
642,TestTotalAgent_MissReward(Clone),1,4,58,1,0
643,TestControllerAgent_MissReward(Clone),0,3,7,4,1
643,TestTotalAgent_MissReward(Clone),1,4,5,3,0
644,TestControllerAgent_MissReward(Clone),1,4,9,2,0
644,TestTotalAgent_MissReward(Clone),0,2,22,4,1
645,TestControllerAgent_MissReward(Clone),0,1,7,4,1
645,TestTotalAgent_MissReward(Clone),1,4,15,1,0
646,TestControllerAgent_MissReward(Clone),1,4,13,0,0
646,TestTotalAgent_MissReward(Clone),0,0,15,4,1
647,TestControllerAgent_MissReward(Clone),1,4,17,3,0
647,TestTotalAgent_MissReward(Clone),0,3,17,4,1
648,TestControllerAgent_MissReward(Clone),1,4,43,1,0
648,TestTotalAgent_MissReward(Clone),0,1,51,4,1
649,TestControllerAgent_MissReward(Clone),0,3,14,4,1
649,TestTotalAgent_MissReward(Clone),1,4,14,3,0
650,TestControllerAgent_MissReward(Clone),0,2,4,4,1
650,TestTotalAgent_MissReward(Clone),1,4,2,2,0
651,TestControllerAgent_MissReward(Clone),1,4,6,0,0
651,TestTotalAgent_MissReward(Clone),0,0,20,4,1
652,TestControllerAgent_MissReward(Clone),1,4,6,3,0
652,TestTotalAgent_MissReward(Clone),0,3,6,4,1
653,TestControllerAgent_MissReward(Clone),1,4,20,2,0
653,TestTotalAgent_MissReward(Clone),0,2,30,4,1
654,TestControllerAgent_MissReward(Clone),1,4,10,1,0
654,TestTotalAgent_MissReward(Clone),0,1,13,4,1
655,TestControllerAgent_MissReward(Clone),1,4,5,0,0
655,TestTotalAgent_MissReward(Clone),0,0,8,4,1
656,TestControllerAgent_MissReward(Clone),1,4,5,0,0
656,TestTotalAgent_MissReward(Clone),0,0,8,4,1
657,TestControllerAgent_MissReward(Clone),0,3,7,4,1
657,TestTotalAgent_MissReward(Clone),1,4,7,3,0
658,TestControllerAgent_MissReward(Clone),1,4,8,1,0
658,TestTotalAgent_MissReward(Clone),0,1,10,4,1
659,TestControllerAgent_MissReward(Clone),1,4,6,2,0
659,TestTotalAgent_MissReward(Clone),0,2,7,4,1
660,TestControllerAgent_MissReward(Clone),1,4,2,1,0
660,TestTotalAgent_MissReward(Clone),0,1,5,4,1
661,TestControllerAgent_MissReward(Clone),1,4,2,0,0
661,TestTotalAgent_MissReward(Clone),0,0,21,4,1
662,TestControllerAgent_MissReward(Clone),1,4,24,1,0
662,TestTotalAgent_MissReward(Clone),0,1,25,4,1
663,TestControllerAgent_MissReward(Clone),0,2,4,4,1
663,TestTotalAgent_MissReward(Clone),1,4,7,2,0
664,TestControllerAgent_MissReward(Clone),1,4,8,3,0
664,TestTotalAgent_MissReward(Clone),0,3,7,4,1
665,TestControllerAgent_MissReward(Clone),1,4,12,0,0
665,TestTotalAgent_MissReward(Clone),0,0,16,4,1
666,TestControllerAgent_MissReward(Clone),1,4,10,3,0
666,TestTotalAgent_MissReward(Clone),0,3,36,4,1
667,TestControllerAgent_MissReward(Clone),1,4,8,1,0
667,TestTotalAgent_MissReward(Clone),0,1,11,4,1
668,TestControllerAgent_MissReward(Clone),1,4,8,2,0
668,TestTotalAgent_MissReward(Clone),0,2,14,4,1
669,TestControllerAgent_MissReward(Clone),1,4,6,2,0
669,TestTotalAgent_MissReward(Clone),0,2,8,4,1
670,TestControllerAgent_MissReward(Clone),1,4,7,0,0
670,TestTotalAgent_MissReward(Clone),0,0,10,4,1
671,TestControllerAgent_MissReward(Clone),0,0,26,4,1
671,TestTotalAgent_MissReward(Clone),1,4,25,0,0
672,TestControllerAgent_MissReward(Clone),0,0,4,4,1
672,TestTotalAgent_MissReward(Clone),1,4,13,0,0
673,TestControllerAgent_MissReward(Clone),0,2,3,4,1
673,TestTotalAgent_MissReward(Clone),1,4,16,2,0
674,TestControllerAgent_MissReward(Clone),1,4,14,1,0
674,TestTotalAgent_MissReward(Clone),0,1,34,4,1
675,TestControllerAgent_MissReward(Clone),1,4,9,1,0
675,TestTotalAgent_MissReward(Clone),0,1,16,4,1
676,TestControllerAgent_MissReward(Clone),0,0,9,4,1
676,TestTotalAgent_MissReward(Clone),1,4,24,0,0
677,TestControllerAgent_MissReward(Clone),1,4,15,2,0
677,TestTotalAgent_MissReward(Clone),0,2,15,4,1
678,TestControllerAgent_MissReward(Clone),1,4,12,2,0
678,TestTotalAgent_MissReward(Clone),0,2,21,4,1
679,TestControllerAgent_MissReward(Clone),1,4,12,3,0
679,TestTotalAgent_MissReward(Clone),0,3,14,4,1
680,TestControllerAgent_MissReward(Clone),1,4,9,2,0
680,TestTotalAgent_MissReward(Clone),0,2,11,4,1
681,TestControllerAgent_MissReward(Clone),1,4,2,3,0
681,TestTotalAgent_MissReward(Clone),0,3,4,4,1
682,TestControllerAgent_MissReward(Clone),1,4,2,1,0
682,TestTotalAgent_MissReward(Clone),0,1,5,4,1
683,TestControllerAgent_MissReward(Clone),0,2,25,4,1
683,TestTotalAgent_MissReward(Clone),1,4,36,2,0
684,TestControllerAgent_MissReward(Clone),1,4,8,0,0
684,TestTotalAgent_MissReward(Clone),0,0,11,4,1
685,TestControllerAgent_MissReward(Clone),1,4,4,1,0
685,TestTotalAgent_MissReward(Clone),0,1,7,4,1
686,TestControllerAgent_MissReward(Clone),1,4,4,3,0
686,TestTotalAgent_MissReward(Clone),0,3,5,4,1
687,TestControllerAgent_MissReward(Clone),1,4,39,2,0
687,TestTotalAgent_MissReward(Clone),0,2,49,4,1
688,TestControllerAgent_MissReward(Clone),1,4,51,3,0
688,TestTotalAgent_MissReward(Clone),0,3,56,4,1
689,TestControllerAgent_MissReward(Clone),0,1,3,4,1
689,TestTotalAgent_MissReward(Clone),1,4,20,1,0
690,TestControllerAgent_MissReward(Clone),1,4,5,1,0
690,TestTotalAgent_MissReward(Clone),0,1,7,4,1
691,TestControllerAgent_MissReward(Clone),1,4,7,2,0
691,TestTotalAgent_MissReward(Clone),0,2,8,4,1
692,TestControllerAgent_MissReward(Clone),1,4,2,1,0
692,TestTotalAgent_MissReward(Clone),0,1,5,4,1
693,TestControllerAgent_MissReward(Clone),1,4,14,0,0
693,TestTotalAgent_MissReward(Clone),0,0,17,4,1
694,TestControllerAgent_MissReward(Clone),0,1,46,4,1
694,TestTotalAgent_MissReward(Clone),1,4,56,1,0
695,TestControllerAgent_MissReward(Clone),0,1,7,4,1
695,TestTotalAgent_MissReward(Clone),1,4,4,1,0
696,TestControllerAgent_MissReward(Clone),0,1,15,4,1
696,TestTotalAgent_MissReward(Clone),1,4,12,1,0
697,TestControllerAgent_MissReward(Clone),1,4,11,0,0
697,TestTotalAgent_MissReward(Clone),0,0,15,4,1
698,TestControllerAgent_MissReward(Clone),0,1,2,4,1
